unsupervised
Category,NMI,ARI,F1
---,---,---,---
TAU=0
metal_nut,0.5411411663457462,0.3979204598567133,0.591304347826087
pill,0.37787329970969924,0.2157646189128828,0.44666666666666666
screw,0.030602235248820622,-0.019962260646567597,0.2125
toothbrush,0.0,-0.01839926402943882,0.5714285714285714
transistor,0.5160919093467194,0.38197526148453564,0.7299999999999999
zipper,0.5660377387661271,0.3521477904474949,0.5555555555555556
carpet,0.5998820182018875,0.45077905385263844,0.6752136752136753
grid,0.16040929236669807,0.03567787971457696,0.2948717948717949
leather,0.851483482118965,0.7795873723229433,0.7822580645161291
tile,0.8882365129689065,0.8675845815068216,0.9401709401709402
wood,0.37602221473061453,0.15194136478305537,0.4411764705882353
MVTec(object),0.3786598844839361,0.22666649018509022,0.47427101200686106
MVTec(texture),0.6305064590000373,0.5238735454922353,0.6726190476190477
---,---,---,---
TAU=20
bottle,0.6989990276140654,0.6134412366216472,0.8433734939759037
cable,0.5712934595088787,0.343470816248923,0.5179856115107914
capsule,0.2572587265673941,0.06695230015717012,0.3409090909090909
hazelnut,0.36789465766537277,0.1886197152448881,0.509090909090909
metal_nut,0.5336229290807866,0.3910803475587805,0.591304347826087
pill,0.34345981897045796,0.18814536409259064,0.41333333333333333
screw,0.04751029380448066,-0.0028019258590511655,0.25
toothbrush,0.0,-0.01839926402943882,0.5714285714285714
transistor,0.42578172673900283,0.3243783081993409,0.7100000000000001
zipper,0.4822996188350908,0.30202453503005655,0.5851851851851851
carpet,0.7090530899669133,0.5993710419881858,0.7008547008547008
grid,0.16040929236669807,0.03567787971457696,0.2948717948717949
leather,0.8359298529109941,0.7775121187644801,0.8306451612903226
tile,0.8882365129689065,0.8675845815068216,0.9401709401709402
wood,0.43163254846954174,0.2728786685494419,0.5147058823529411
MVTec(object),0.3773834925634667,0.23450261475243278,0.5034305317324185
MVTec(texture),0.6595260385019553,0.5741744737198621,0.7003968253968254
